turnir,leto,podlaga,st_iger,zmagovalec,porazenec
0,2005,Hard,19,151,68
0,2005,Hard,29,138,159
0,2005,Hard,32,103,73
0,2005,Hard,29,103,129
0,2005,Hard,18,106,171
0,2005,Hard,16,68,161
0,2005,Hard,25,159,92
0,2005,Hard,20,73,156
0,2005,Hard,21,170,172
0,2005,Hard,22,151,173
0,2005,Hard,23,138,174
0,2005,Hard,23,129,77
0,2005,Hard,20,174,117
0,2005,Hard,14,106,175
0,2005,Hard,17,173,115
0,2005,Hard,21,68,87
0,2005,Hard,21,159,111
0,2005,Hard,27,156,155
0,2005,Hard,20,170,112
0,2005,Hard,25,151,165
0,2005,Hard,18,171,140
0,2005,Hard,14,161,133
0,2005,Hard,27,73,158
0,2005,Hard,17,92,132
0,2005,Hard,22,138,56
0,2005,Hard,26,103,176
0,2006,Hard,23,134,115
0,2006,Hard,29,134,117
0,2006,Hard,16,115,177
0,2006,Hard,27,117,178
0,2006,Hard,20,115,179
0,2006,Hard,16,177,138
0,2006,Hard,19,134,151
0,2006,Hard,26,117,180
0,2006,Hard,31,138,129
0,2006,Hard,9,177,140
0,2006,Hard,23,115,169
0,2006,Hard,20,178,126
0,2006,Hard,17,151,92
0,2006,Hard,26,179,181
0,2006,Hard,22,134,87
0,2006,Hard,18,179,182
0,2006,Hard,20,117,123
0,2006,Hard,31,129,158
0,2006,Hard,22,92,159
0,2006,Hard,15,140,183
0,2006,Hard,33,87,184
0,2006,Hard,26,115,173
0,2006,Hard,20,126,185
0,2006,Hard,29,177,94
0,2006,Hard,34,169,132
0,2006,Hard,18,151,77
0,2006,Hard,21,178,186
0,2006,Hard,20,134,187
0,2006,Hard,16,138,188
0,2006,Hard,29,181,189
0,2006,Hard,27,180,190
0,2007,Hard,22,115,129
0,2007,Hard,25,129,191
0,2007,Hard,20,115,151
0,2007,Hard,17,191,117
0,2007,Hard,19,151,140
0,2007,Hard,22,129,177
0,2007,Hard,34,115,126
0,2007,Hard,22,191,187
0,2007,Hard,28,151,161
0,2007,Hard,30,177,157
0,2007,Hard,16,115,171
0,2007,Hard,24,117,192
0,2007,Hard,22,126,193
0,2007,Hard,15,140,132
0,2007,Hard,32,129,194
0,2007,Hard,17,191,190
0,2007,Hard,19,151,92
0,2007,Hard,17,177,111
0,2007,Hard,2,115,195
0,2007,Hard,25,117,134
0,2007,Hard,18,126,173
0,2007,Hard,19,140,138
0,2007,Hard,36,129,196
0,2007,Hard,17,171,197
0,2007,Hard,17,187,179
0,2007,Hard,18,193,198
0,2007,Hard,23,192,186
0,2007,Hard,20,194,149
0,2007,Hard,19,161,94
0,2007,Hard,24,157,183
0,2007,Hard,35,132,199
0,2007,Hard,22,161,181
0,2007,Hard,26,192,178
0,2007,Hard,18,149,200
0,2007,Hard,17,197,201
0,2007,Hard,21,161,202
0,2007,Hard,28,197,165
0,2007,Hard,31,149,185
0,2007,Hard,18,192,203
0,2007,Hard,25,178,204
0,2007,Hard,16,181,84
0,2007,Hard,18,200,205
0,2009,Hard,20,177,206
0,2009,Hard,19,206,140
0,2009,Hard,20,177,199
0,2009,Hard,27,206,207
0,2009,Hard,20,140,208
0,2009,Hard,21,177,209
0,2009,Hard,22,199,210
0,2009,Hard,33,206,211
0,2009,Hard,14,208,186
0,2009,Hard,35,177,190
0,2009,Hard,21,140,115
0,2009,Hard,26,209,138
0,2009,Hard,19,199,200
0,2009,Hard,22,207,129
0,2009,Hard,35,210,92
0,2009,Hard,26,210,146
0,2009,Hard,23,206,165
0,2009,Hard,28,208,157
0,2009,Hard,18,177,183
0,2009,Hard,21,140,212
0,2009,Hard,17,138,196
0,2009,Hard,25,200,197
0,2009,Hard,31,129,213
0,2009,Hard,29,211,171
0,2009,Hard,25,115,214
0,2009,Hard,31,209,77
0,2009,Hard,10,186,173
0,2009,Hard,22,92,178
0,2009,Hard,22,207,215
0,2009,Hard,18,190,161
0,2009,Hard,34,199,216
0,2009,Hard,19,210,217
0,2009,Hard,17,157,218
0,2009,Hard,18,165,219
0,2009,Hard,17,214,220
0,2009,Hard,17,210,221
0,2009,Hard,15,157,222
0,2009,Hard,20,165,223
0,2009,Hard,17,214,224
0,2009,Hard,31,218,225
0,2009,Hard,19,220,226
0,2009,Hard,21,219,227
0,2010,Hard,25,156,191
0,2010,Hard,29,156,152
0,2010,Hard,12,191,173
0,2010,Hard,21,173,160
0,2010,Hard,30,152,229
0,2010,Hard,22,156,214
0,2010,Hard,27,191,177
0,2010,Hard,19,160,217
0,2010,Hard,29,152,230
0,2010,Hard,17,156,211
0,2010,Hard,19,191,231
0,2010,Hard,34,177,162
0,2010,Hard,23,173,115
0,2010,Hard,21,214,138
0,2010,Hard,22,229,232
0,2010,Hard,24,160,197
0,2010,Hard,32,152,233
0,2010,Hard,18,156,190
0,2010,Hard,17,191,215
0,2010,Hard,25,232,234
0,2010,Hard,20,177,235
0,2010,Hard,33,173,92
0,2010,Hard,30,138,209
0,2010,Hard,19,231,236
0,2010,Hard,17,211,161
0,2010,Hard,19,115,237
0,2010,Hard,32,214,178
0,2010,Hard,27,162,129
0,2010,Hard,22,230,238
0,2010,Hard,15,217,218
0,2010,Hard,26,229,183
0,2010,Hard,18,229,228
0,2010,Hard,32,215,126
0,2010,Hard,18,236,226
0,2010,Hard,22,92,168
0,2010,Hard,17,229,239
0,2010,Hard,15,126,221
0,2010,Hard,15,236,240
0,2010,Hard,15,168,241
0,2010,Hard,20,92,242
0,2010,Hard,25,228,117
0,2010,Hard,18,226,243
0,2010,Hard,16,215,244
0,2011,Hard,34,156,177
0,2011,Hard,26,156,245
0,2011,Hard,23,177,211
0,2011,Hard,28,156,173
0,2011,Hard,35,177,246
0,2011,Hard,23,245,247
0,2011,Hard,32,211,217
0,2011,Hard,16,156,183
0,2011,Hard,16,177,159
0,2011,Hard,33,247,197
0,2011,Hard,19,246,138
0,2011,Hard,17,245,185
0,2011,Hard,19,173,214
0,2011,Hard,26,211,216
0,2011,Hard,33,217,229
0,2011,Hard,16,156,248
0,2011,Hard,27,211,160
0,2011,Hard,17,177,230
0,2011,Hard,28,247,213
0,2011,Hard,15,138,209
0,2011,Hard,20,245,249
0,2011,Hard,25,173,218
0,2011,Hard,20,229,115
0,2011,Hard,28,185,250
0,2011,Hard,20,214,190
0,2011,Hard,19,197,251
0,2011,Hard,34,246,252
0,2011,Hard,21,183,253
0,2011,Hard,18,217,157
0,2011,Hard,23,216,240
0,2011,Hard,26,159,238
0,2011,Hard,27,249,238
0,2011,Hard,16,251,218
0,2011,Hard,20,252,250
0,2011,Hard,23,248,216
0,2011,Hard,15,216,254
0,2011,Hard,26,238,237
0,2011,Hard,18,218,202
0,2011,Hard,20,252,243
0,2011,Hard,17,251,255
0,2011,Hard,15,250,256
0,2011,Hard,21,248,215
0,2011,Hard,22,249,257
0,2012,Hard,15,156,160
0,2012,Hard,22,156,246
0,2012,Hard,18,160,247
0,2012,Hard,18,156,213
0,2012,Hard,23,160,177
0,2012,Hard,31,246,185
0,2012,Hard,19,247,258
0,2012,Hard,18,156,217
0,2012,Hard,28,177,259
0,2012,Hard,26,258,260
0,2012,Hard,32,213,261
0,2012,Hard,19,246,200
0,2012,Hard,18,160,115
0,2012,Hard,17,185,190
0,2012,Hard,27,247,252
0,2012,Hard,15,156,183
0,2012,Hard,25,177,262
0,2012,Hard,22,185,263
0,2012,Hard,13,260,138
0,2012,Hard,18,261,264
0,2012,Hard,21,252,173
0,2012,Hard,18,200,211
0,2012,Hard,14,160,159
0,2012,Hard,22,213,207
0,2012,Hard,22,258,254
0,2012,Hard,14,115,224
0,2012,Hard,16,246,146
0,2012,Hard,16,217,253
0,2012,Hard,26,259,265
0,2012,Hard,20,190,266
0,2012,Hard,27,247,191
0,2012,Hard,24,262,249
0,2012,Hard,25,266,267
0,2012,Hard,26,264,231
0,2012,Hard,17,265,257
0,2012,Hard,13,262,158
0,2012,Hard,10,265,230
0,2012,Hard,14,267,256
0,2012,Hard,19,231,268
0,2012,Hard,19,249,269
0,2012,Hard,17,266,243
0,2012,Hard,20,264,240
0,2012,Hard,16,257,229
0,2013,Hard,14,170,156
0,2013,Hard,29,156,197
0,2013,Hard,22,170,177
0,2013,Hard,16,156,203
0,2013,Hard,19,170,207
0,2013,Hard,19,177,218
0,2013,Hard,22,197,246
0,2013,Hard,15,156,270
0,2013,Hard,16,170,271
0,2013,Hard,23,177,208
0,2013,Hard,17,218,209
0,2013,Hard,31,197,272
0,2013,Hard,25,246,273
0,2013,Hard,19,203,213
0,2013,Hard,16,207,274
0,2013,Hard,15,156,275
0,2013,Hard,16,170,276
0,2013,Hard,13,177,224
0,2013,Hard,21,197,247
0,2013,Hard,19,273,277
0,2013,Hard,30,274,211
0,2013,Hard,29,203,259
0,2013,Hard,19,218,278
0,2013,Hard,25,271,253
0,2013,Hard,29,213,279
0,2013,Hard,26,272,146
0,2013,Hard,17,209,185
0,2013,Hard,30,246,157
0,2013,Hard,19,207,280
0,2013,Hard,19,270,217
0,2013,Hard,26,208,159
0,2013,Hard,30,271,281
0,2013,Hard,10,279,282
0,2013,Hard,20,276,275
0,2013,Hard,33,270,283
0,2013,Hard,13,271,204
0,2013,Hard,22,282,284
0,2013,Hard,14,275,256
0,2013,Hard,16,270,285
0,2013,Hard,18,279,241
0,2013,Hard,13,276,243
0,2013,Hard,19,281,190
0,2013,Hard,27,283,265
0,2014,Hard,35,286,287
0,2014,Hard,36,286,288
0,2014,Hard,29,287,245
0,2014,Hard,14,287,156
0,2014,Hard,28,288,263
0,2014,Hard,35,286,289
0,2014,Hard,23,245,290
0,2014,Hard,21,156,291
0,2014,Hard,19,288,273
0,2014,Hard,17,286,292
0,2014,Hard,23,287,233
0,2014,Hard,19,263,293
0,2014,Hard,29,289,294
0,2014,Hard,19,245,258
0,2014,Hard,21,290,235
0,2014,Hard,17,156,295
0,2014,Hard,24,288,213
0,2014,Hard,26,290,234
0,2014,Hard,19,286,296
0,2014,Hard,21,287,297
0,2014,Hard,15,263,298
0,2014,Hard,14,289,299
0,2014,Hard,16,245,300
0,2014,Hard,18,292,280
0,2014,Hard,18,258,301
0,2014,Hard,28,294,217
0,2014,Hard,18,291,302
0,2014,Hard,32,233,303
0,2014,Hard,17,235,304
0,2014,Hard,23,273,305
0,2014,Hard,18,293,306
0,2014,Hard,11,298,293
0,2014,Hard,21,304,307
0,2014,Hard,10,297,270
0,2014,Hard,29,294,308
0,2014,Hard,19,293,269
0,2014,Hard,23,304,309
0,2014,Hard,15,297,256
0,2014,Hard,17,308,310
0,2014,Hard,17,298,224
0,2014,Hard,13,294,241
0,2014,Hard,16,270,311
0,2014,Hard,19,307,312
0,2015,Hard,21,156,260
0,2015,Hard,26,260,287
0,2015,Hard,22,156,313
0,2015,Hard,20,260,245
0,2015,Hard,26,156,314
0,2015,Hard,27,287,315
0,2015,Hard,36,313,290
0,2015,Hard,16,260,299
0,2015,Hard,23,156,296
0,2015,Hard,28,313,286
0,2015,Hard,30,287,316
0,2015,Hard,17,245,317
0,2015,Hard,25,290,279
0,2015,Hard,19,315,246
0,2015,Hard,27,314,318
0,2015,Hard,21,260,319
0,2015,Hard,22,156,320
0,2015,Hard,27,286,321
0,2015,Hard,15,287,322
0,2015,Hard,25,245,323
0,2015,Hard,27,290,281
0,2015,Hard,20,246,324
0,2015,Hard,21,318,325
0,2015,Hard,25,317,326
0,2015,Hard,24,313,293
0,2015,Hard,20,316,327
0,2015,Hard,23,279,309
0,2015,Hard,20,299,328
0,2015,Hard,18,296,200
0,2015,Hard,29,314,305
0,2015,Hard,19,315,253
0,2015,Hard,23,319,329
0,2015,Hard,25,324,272
0,2015,Hard,32,309,304
0,2015,Hard,17,313,150
0,2015,Hard,35,150,298
0,2015,Hard,17,309,330
0,2015,Hard,14,319,331
0,2015,Hard,15,272,303
0,2015,Hard,20,304,332
0,2015,Hard,29,324,333
0,2015,Hard,21,329,280
0,2015,Hard,15,313,334
1,1991,Hard,24,587,575
1,1991,Hard,23,575,114
1,1991,Hard,22,587,588
1,1991,Hard,22,114,589
1,1991,Hard,27,575,573
1,1991,Hard,15,587,590
1,1991,Hard,31,588,557
1,1991,Hard,20,114,585
1,1991,Hard,24,587,591
1,1991,Hard,19,575,536
1,1991,Hard,20,557,563
1,1991,Hard,18,573,549
1,1991,Hard,26,588,567
1,1991,Hard,25,590,579
1,1991,Hard,29,589,529
1,1991,Hard,32,588,592
1,1991,Hard,24,114,552
1,1991,Hard,16,573,5
1,1991,Hard,21,579,122
1,1991,Hard,20,591,471
1,1991,Hard,21,575,574
1,1991,Hard,20,529,564
1,1991,Hard,36,563,568
1,1991,Hard,24,536,593
1,1991,Hard,16,585,537
1,1991,Hard,16,557,559
1,1991,Hard,17,587,594
1,1991,Hard,22,590,595
1,1991,Hard,19,589,596
1,1991,Hard,31,549,597
1,1992,Hard,30,560,598
1,1992,Hard,18,560,13
1,1992,Hard,23,598,599
1,1992,Hard,23,560,578
1,1992,Hard,26,599,600
1,1992,Hard,16,598,570
1,1992,Hard,22,13,23
1,1992,Hard,19,560,601
1,1992,Hard,25,600,5
1,1992,Hard,27,599,593
1,1992,Hard,20,570,529
1,1992,Hard,16,598,471
1,1992,Hard,19,23,602
1,1992,Hard,26,578,524
1,1992,Hard,22,13,603
1,1992,Hard,18,560,587
1,1992,Hard,21,471,604
1,1992,Hard,38,602,69
1,1992,Hard,18,5,548
1,1992,Hard,32,13,0
1,1992,Hard,17,599,605
1,1992,Hard,30,570,606
1,1992,Hard,27,578,607
1,1992,Hard,19,598,513
1,1992,Hard,18,603,588
1,1992,Hard,24,600,608
1,1992,Hard,31,23,546
1,1992,Hard,32,524,609
1,1992,Hard,21,601,573
1,1992,Hard,31,593,610
1,1992,Hard,21,529,549
1,1993,Hard,31,587,598
1,1993,Hard,20,598,119
1,1993,Hard,30,587,611
1,1993,Hard,26,587,558
1,1993,Hard,25,598,612
1,1993,Hard,20,119,471
1,1993,Hard,15,611,61
1,1993,Hard,20,61,613
1,1993,Hard,15,558,614
1,1993,Hard,17,612,615
1,1993,Hard,17,598,616
1,1993,Hard,19,471,549
1,1993,Hard,26,119,617
1,1993,Hard,20,587,618
1,1993,Hard,21,611,55
1,1993,Hard,17,613,600
1,1993,Hard,31,471,122
1,1993,Hard,22,558,619
1,1993,Hard,17,612,593
1,1993,Hard,19,616,588
1,1993,Hard,23,587,529
1,1993,Hard,16,55,620
1,1993,Hard,32,119,591
1,1993,Hard,21,598,621
1,1993,Hard,32,615,13
1,1993,Hard,18,618,622
1,1993,Hard,17,614,623
1,1993,Hard,26,61,494
1,1993,Hard,20,617,624
1,1993,Hard,16,611,563
1,1993,Hard,19,549,625
1,1994,Hard,19,626,558
1,1994,Hard,28,558,587
1,1994,Hard,19,626,627
1,1994,Hard,18,558,621
1,1994,Hard,33,626,35
1,1994,Hard,22,587,568
1,1994,Hard,31,627,628
1,1994,Hard,33,628,0
1,1994,Hard,17,626,629
1,1994,Hard,28,558,598
1,1994,Hard,32,568,119
1,1994,Hard,31,627,630
1,1994,Hard,27,621,572
1,1994,Hard,22,587,631
1,1994,Hard,18,35,618
1,1994,Hard,16,0,13
1,1994,Hard,22,587,578
1,1994,Hard,18,629,632
1,1994,Hard,18,558,23
1,1994,Hard,20,35,524
1,1994,Hard,20,572,45
1,1994,Hard,27,119,633
1,1994,Hard,17,630,15
1,1994,Hard,17,598,40
1,1994,Hard,21,621,50
1,1994,Hard,26,626,483
1,1994,Hard,32,618,634
1,1994,Hard,19,627,635
1,1994,Hard,22,568,600
1,1994,Hard,20,631,636
1,1994,Hard,27,628,534
1,1995,Hard,20,114,637
1,1995,Hard,19,114,529
1,1995,Hard,21,637,613
1,1995,Hard,21,529,626
1,1995,Hard,18,114,600
1,1995,Hard,23,613,627
1,1995,Hard,19,637,638
1,1995,Hard,21,626,639
1,1995,Hard,19,114,640
1,1995,Hard,24,613,119
1,1995,Hard,22,627,618
1,1995,Hard,20,600,549
1,1995,Hard,21,637,605
1,1995,Hard,23,529,532
1,1995,Hard,30,638,599
1,1995,Hard,20,626,625
1,1995,Hard,21,638,641
1,1995,Hard,20,114,642
1,1995,Hard,18,613,590
1,1995,Hard,20,627,563
1,1995,Hard,21,549,587
1,1995,Hard,19,605,546
1,1995,Hard,20,529,58
1,1995,Hard,30,532,643
1,1995,Hard,35,637,13
1,1995,Hard,18,600,632
1,1995,Hard,16,119,611
1,1995,Hard,27,639,612
1,1995,Hard,23,618,15
1,1995,Hard,32,599,490
1,1996,Hard,29,626,15
1,1996,Hard,19,626,60
1,1996,Hard,21,15,635
1,1996,Hard,18,626,631
1,1996,Hard,36,15,640
1,1996,Hard,22,60,605
1,1996,Hard,9,635,639
1,1996,Hard,27,626,529
1,1996,Hard,26,640,644
1,1996,Hard,17,605,645
1,1996,Hard,17,631,646
1,1996,Hard,24,15,68
1,1996,Hard,19,635,647
1,1996,Hard,26,60,599
1,1996,Hard,25,639,643
1,1996,Hard,21,626,50
1,1996,Hard,33,640,601
1,1996,Hard,32,605,648
1,1996,Hard,15,647,649
1,1996,Hard,35,60,563
1,1996,Hard,35,639,642
1,1996,Hard,39,631,650
1,1996,Hard,19,15,65
1,1996,Hard,19,635,621
1,1996,Hard,31,646,651
1,1996,Hard,25,644,35
1,1996,Hard,17,645,549
1,1996,Hard,20,68,627
1,1996,Hard,16,643,652
1,1996,Hard,29,599,119
1,1996,Hard,29,529,562
1,1997,Hard,15,563,646
